id,count
648,176.11
650,37.21
651,208.78
652,269.05
656,108.31
657,21.15
659,62.55
660,194.01
662,99.59
665,396.06
675,350.51
681,159.71
682,224.15
685,20.63
686,216.28
689,25.26
696,127.06
703,148.14
704,93.36
705,115.56
714,236.46
717,103.0
718,14.82
720,88.49
721,250.94
723,238.73
726,200.01
728,138.06
730,194.36
731,26.61
734,335.42
737,69.66
738,18.43
745,158.41
746,25.33
749,222.99
752,25.4
753,192.05
758,248.31
765,14.28
766,246.47
768,85.95
769,175.66
774,127.85
775,105.86
781,59.5
784,348.12
794,19.2
795,265.65
796,85.12
802,149.81
803,209.95
805,33.97
806,296.24
807,102.19
809,15.57
810,161.33
812,195.28
814,116.02
818,246.7
819,132.55
825,71.61
836,109.88
839,113.45
847,260.29
848,179.41
851,108.68
852,132.62
853,34.92
857,135.45
858,46.06
859,214.42
861,20.2
867,97.75
870,205.88
871,211.44
872,244.52
874,386.51
881,200.71
886,131.31
890,59.86
895,170.61
899,92.86
900,268.43
901,245.4
902,250.46
903,39.61
913,247.88
918,178.5
923,125.86
924,37.07
926,23.78
927,18.93
930,226.46
934,30.35
937,129.1
939,147.77
941,98.12
942,393.82
946,287.54
950,95.78
953,78.22
959,101.73
961,28.35
962,103.51
964,78.31
969,188.34
971,144.49
976,39.51
978,239.89
980,259.89
981,142.2
990,387.62
993,21.1
996,20.58
998,349.86
999,185.11
1006,119.39
1008,14.4
1013,32.47
1015,93.61
1016,120.65
1022,312.5
1026,237.0
1028,248.11
1031,56.79
1034,46.96
1037,197.86
1040,62.53
1042,19.84
1046,19.17
1048,100.91
1049,108.15
1050,55.61
1051,208.76
1052,252.79
1055,200.91
1060,159.26
1064,28.49
1066,75.76
1071,95.82
1073,13.47
1089,193.34
1091,88.41
1092,68.48
1093,232.05
1096,342.01
1097,228.21
1098,18.1
1099,40.11
1102,179.31
1107,106.53
1109,39.98
1111,134.25
1112,111.28
1114,321.65
1116,301.97
1117,114.54
1118,69.6
1122,128.02
1124,155.48
1127,121.11
1133,248.91
1134,39.27
1135,139.07
1139,323.35
1143,55.84
1150,115.73
1151,110.03
1153,272.05
1155,26.26
1162,28.75
1163,218.97
1166,22.71
1171,86.3
1172,14.42
1173,247.8
1174,79.15
1177,121.51
1178,168.7
1184,190.61
1185,113.11
1186,117.65
1187,150.88
1188,292.96
1191,124.0
1207,122.87
1213,47.95
1215,129.19
1223,166.55
1227,117.56
1236,60.28
1237,58.23
1238,17.16
1241,28.22
1248,16.25
1250,36.28
1251,166.05
1253,114.43
1255,97.48
1257,179.81
1261,108.42
1262,356.98
1265,123.46
1273,165.92
1277,274.87
1278,105.57
1280,112.74
1284,256.46
1285,357.33
1288,35.83
1295,117.91
1297,375.63
1299,251.88
1304,149.82
1308,41.79
1310,93.97
1311,112.75
1314,96.83
1315,112.3
1318,30.8
1320,351.74
1321,305.37
1322,224.86
1330,112.44
1333,152.77
1334,254.19
1341,142.51
1344,138.71
1351,248.0
1354,104.77
1356,63.33
1363,116.44
1365,213.16
1369,124.32
1373,113.73
1375,116.89
1377,92.95
1379,133.91
1380,289.11
1381,96.89
1384,168.27
1390,182.61
1393,236.96
1395,54.34
1399,328.91
1400,92.53
1401,158.25
1404,168.41
1408,12.59
1409,28.06
1413,234.27
1416,291.3
1418,104.01
1423,101.13
1424,27.16
1425,15.35
1433,258.6
1434,133.53
1436,338.47
1442,266.17
1444,82.08
1445,119.62
1452,201.53
1455,164.68
1462,71.08
1467,82.35
1472,46.12
1475,183.88
1493,107.11
1501,235.28
1503,306.61
1504,213.74
1505,14.13
1511,219.46
1512,55.71
1513,77.12
1514,37.87
1528,233.89
1533,228.62
1534,30.77
1536,151.44
1537,66.32
1539,234.54
1550,241.32
1552,209.9
1554,204.67
1555,384.67
1556,97.82
1559,37.24
1563,256.09
1566,148.57
1567,163.01
1568,28.05
1571,238.32
1572,16.59
1574,52.71
1577,17.99
1583,77.18
1585,30.28
1586,198.81
1587,188.3
1596,152.28
1602,35.0
1604,90.26
1605,38.18
1610,331.29
1611,93.37
1616,36.33
1617,94.94
1618,15.26
1622,43.9
1623,32.07
1628,332.8
1631,18.34
1632,193.52
1633,249.74
1634,335.33
1636,236.74
1637,102.07
1643,117.55
1644,103.47
1646,106.71
1648,207.11
1651,33.06
1656,18.59
1658,137.35
1659,16.61
1665,194.29
1666,139.36
1670,38.72
1674,132.44
1679,202.39
1680,231.72
1683,334.55
1686,27.23
1691,95.29
1693,36.64
1696,40.27
1697,95.57
1703,110.02
1706,27.61
1709,162.28
1710,89.8
1712,206.57
1713,116.61
1718,355.38
1719,169.13
1722,292.47
1723,126.78
1724,286.33
1728,62.3
1730,35.56
1732,26.95
1737,37.19
1745,88.53
1747,12.93
1748,10.49
1755,103.58
1759,17.31
1761,285.45
1764,221.38
1765,154.29
1766,87.15
1768,105.99
1770,30.73
1771,142.4
1774,94.41
1785,129.1
1788,190.83
1792,15.0
1794,232.85
1797,119.65
1798,13.05
1799,277.4
1802,100.08
1806,34.44
1808,79.34
1810,244.58
1818,110.32
1819,400.67
1820,283.01
1822,226.97
1826,233.99
1827,191.28
1835,17.12
1841,115.28
1842,157.22
1843,15.57
1846,48.89
1849,88.03
1850,214.51
1851,196.62
1857,57.85
1858,170.44
1860,94.98
1861,253.32
1864,113.33
1869,350.5
1871,62.69
1872,32.21
1875,17.18
1878,220.84
1879,242.58
1885,93.29
1888,106.7
1889,30.38
1890,92.99
1896,140.15
1897,173.07
1898,107.05
1900,107.84
1905,38.29
1908,120.16
1909,99.37
1913,64.53
1918,111.47
1922,348.71
1923,128.9
1925,259.35
1926,136.17
1927,328.39
1930,200.57
1935,83.37
1939,118.46
1942,92.89
1943,339.53
1948,249.3
1949,263.61
1951,104.21
1953,117.76
1959,125.08
1963,17.05
1967,118.71
1973,280.13
1975,25.88
1976,87.98
1990,114.47
1993,117.02
1997,185.41
1999,124.62
2001,326.02
2004,86.31
2010,94.6
2013,130.92
2017,306.9
2021,123.19
2023,156.69
2026,125.7
2037,34.33
2039,186.07
2041,17.68
2046,30.81
2050,17.97
2060,232.12
2067,101.31
2069,135.83
2072,265.97
2074,130.88
2079,115.65
2083,26.62
2085,202.97
2087,16.94
2093,131.95
2094,30.2
2097,36.95
2103,94.41
2104,48.83
2107,212.14
2108,20.13
2110,96.21
2115,178.24
2117,32.43
2125,340.11
2127,272.66
2133,15.39
2134,391.73
2135,119.49
2141,263.92
2143,33.92
2145,87.7
2146,30.52
2147,274.52
2148,59.08
2149,70.94
2165,121.11
2166,149.7
2177,211.78
