id,count
665,374.76
675,324.5
681,167.83
682,194.41
685,18.83
686,206.15
689,25.99
696,133.27
703,149.31
704,98.73
705,124.28
714,237.46
717,103.38
718,14.31
720,85.74
721,253.19
723,225.36
726,183.91
728,144.97
730,197.83
731,28.0
734,344.9
737,66.75
738,17.97
745,159.69
746,27.72
749,233.38
752,26.65
753,159.07
758,237.39
765,16.45
766,220.68
768,87.8
769,183.97
774,131.75
775,110.07
781,55.15
784,319.07
794,17.87
795,281.49
796,83.63
802,168.39
803,212.33
805,34.36
806,292.77
807,102.15
809,16.65
810,167.87
812,195.13
814,116.9
818,248.23
819,138.41
825,68.09
836,114.93
839,123.86
847,260.86
848,175.18
851,126.23
852,133.5
853,33.34
857,146.07
858,40.26
859,233.46
861,24.24
867,104.32
870,221.29
871,211.01
872,224.42
874,360.85
881,211.89
886,136.29
890,62.83
895,159.88
899,89.69
900,274.85
901,257.19
902,244.72
903,39.92
913,257.45
918,197.17
923,122.54
924,38.05
926,27.04
927,19.63
930,218.01
934,32.11
937,134.79
939,128.28
941,90.18
942,374.28
946,278.44
950,99.28
953,87.73
959,106.82
961,28.89
962,99.57
964,84.66
969,185.73
971,151.71
976,43.0
978,248.27
980,237.77
981,155.87
990,362.8
993,18.26
996,19.97
998,325.63
999,182.68
1006,122.81
1008,14.92
1013,29.94
1015,99.68
1016,123.46
1022,305.95
1026,217.58
1028,229.85
1031,74.13
1034,44.34
1037,201.51
1040,61.55
1042,18.6
1046,17.88
1048,101.53
1049,113.32
1050,55.17
1051,223.88
1052,236.4
1055,188.01
1060,163.78
1064,26.61
1066,76.31
1071,102.58
1073,13.87
1089,206.44
1091,92.0
1092,79.93
1093,233.25
1096,316.8
1097,225.57
1098,18.33
1099,37.37
1102,193.19
1107,104.28
1109,42.63
1111,137.32
1112,115.92
1114,308.81
1116,292.15
1117,130.53
1118,87.04
1122,134.66
1124,165.76
1127,124.62
1133,213.98
1134,36.49
1135,148.76
1139,300.79
1143,47.08
1150,119.89
1151,113.17
1153,272.48
1155,27.84
1162,27.39
1163,197.17
1166,22.56
1171,86.61
1172,14.28
1173,255.56
1174,73.37
1177,118.2
1178,177.13
1184,174.74
1185,115.45
1186,120.45
1187,155.71
1188,288.32
1191,137.37
1207,119.19
1213,44.87
1215,137.78
1223,181.41
1227,116.42
1236,56.21
1237,61.76
1238,18.6
1241,30.86
1248,15.61
1250,39.08
1251,171.94
1253,116.47
1255,99.99
1257,180.11
1261,114.35
1262,335.58
1265,134.92
1273,184.49
1277,268.0
1278,124.93
1280,118.17
1284,227.53
1285,331.39
1288,32.69
1295,118.52
1297,351.3
1299,256.06
1304,158.24
1308,43.53
1310,95.07
1311,121.4
1314,99.13
1315,114.84
1318,32.39
1320,321.38
1321,293.45
1322,240.53
1330,117.41
1333,167.72
1334,228.06
1341,139.23
1344,140.07
1351,230.49
1354,102.31
1356,55.22
1363,120.37
1365,204.81
1369,128.67
1373,114.12
1375,115.02
1377,87.18
1379,142.86
1380,278.29
1381,96.64
1384,169.39
1390,189.74
1393,239.89
1395,51.76
1399,330.33
1400,90.51
1401,163.74
1404,171.69
1408,14.38
1409,29.28
1413,226.97
1416,280.89
1418,103.35
1423,104.19
1424,27.05
1425,16.15
1433,258.57
1434,141.57
1436,327.54
1442,242.06
1444,85.73
1445,117.81
1452,242.09
1455,165.44
1462,68.47
1467,89.25
1472,44.41
1475,184.76
1493,116.47
1501,223.9
1503,292.09
1504,214.01
1505,14.4
1511,224.94
1512,53.99
1513,84.96
1514,34.7
1528,254.1
1533,239.75
1534,28.16
1536,156.35
1537,77.43
1539,231.31
1550,217.42
1552,212.22
1554,201.27
1555,357.33
1556,100.77
1559,35.55
1563,236.28
1566,164.57
1567,168.19
1568,28.79
1571,231.46
1572,17.36
1574,51.32
1577,17.14
1583,73.57
1585,30.52
1586,197.98
1587,192.76
1596,155.12
1602,36.92
1604,91.42
1605,32.27
1610,312.77
1611,93.05
1616,34.51
1617,97.71
1618,15.76
1622,45.83
1623,31.24
1628,312.45
1631,16.56
1632,189.11
1633,244.54
1634,320.84
1636,212.84
1637,104.14
1643,132.99
1644,106.89
1646,91.73
1648,209.15
1651,34.71
1656,17.55
1658,143.9
1659,16.44
1665,174.54
1666,144.53
1670,40.93
1674,159.49
1679,219.54
1680,212.5
1683,329.77
1686,28.19
1691,101.66
1693,35.27
1696,40.32
1697,98.77
1703,104.48
1706,26.93
1709,176.27
1710,89.4
1712,191.79
1713,127.91
1718,344.64
1719,168.24
1722,283.34
1723,136.8
1724,285.99
1728,66.59
1730,31.0
1732,29.89
1737,38.67
1745,91.51
1747,14.04
1748,13.72
1755,103.61
1759,15.93
1761,273.87
1764,224.93
1765,156.78
1766,91.82
1768,108.03
1770,30.3
1771,145.33
1774,96.9
1785,134.62
1788,187.39
1792,14.75
1794,230.08
1797,123.02
1798,14.64
1799,270.75
1802,104.21
1806,34.51
1808,75.93
1810,243.93
1818,118.04
1819,376.61
1820,290.81
1822,226.84
1826,215.5
1827,183.08
1835,18.55
1841,116.65
1842,139.68
1843,16.12
1846,43.7
1849,103.19
1850,189.73
1851,199.62
1857,52.63
1858,186.97
1860,98.57
1861,251.59
1864,117.27
1869,324.04
1871,61.33
1872,32.55
1875,17.76
1878,227.51
1879,240.63
1885,91.08
1888,106.87
1889,30.72
1890,94.3
1896,141.26
1897,179.52
1898,124.14
1900,106.13
1905,40.63
1908,120.21
1909,103.33
1913,70.82
1918,107.66
1922,315.87
1923,135.46
1925,263.61
1926,133.63
1927,302.1
1930,201.45
1935,69.64
1939,122.46
1942,95.11
1943,312.65
1948,248.05
1949,258.53
1951,105.66
1953,118.96
1959,131.84
1963,16.94
1967,135.44
1973,269.48
1975,26.98
1976,87.48
1990,119.3
1993,117.5
1997,197.1
1999,131.97
2001,303.06
2004,91.9
2010,97.44
2013,139.9
2017,305.78
2021,119.49
2023,162.64
2026,139.7
2037,33.75
2039,199.01
2041,16.88
2046,31.87
2050,16.46
2060,222.83
2067,102.21
2069,158.73
2072,251.64
2074,146.93
2079,123.63
2083,27.06
2085,194.64
2087,16.49
2093,138.75
2094,29.48
2097,39.32
2103,95.17
2104,47.73
2107,205.31
2108,18.75
2110,106.41
2115,184.92
2117,30.69
2125,314.09
2127,260.25
2133,15.93
2134,372.76
2135,118.64
2141,258.32
2143,33.27
2145,86.55
2146,28.82
2147,280.2
2148,55.21
2149,76.98
2165,123.5
2166,164.75
2177,197.43
